rl_id,region,region_flag,region_url,league,league_crest,league_url,date_updated,last_updated,other_names,abbreviations,search_terms,country,logo_url
58eeb9aa-10ee-5c8a-a19d-f8529ab66b16,None,None,None,Division 2 Södra Götaland,None,None,18.02.2026,1970-01-01T00:00:00+00:00,['Division 2 södra Götaland'],['D2 Södra Götaland'],"['sweden  division 2  sodra gotaland', 'd2 sodra gotaland', 'division 2 sodra gotaland']",Sweden,None
58fc749f-a3c5-5c8c-9f17-6661d12fd805,None,None,None,Campionato Primavera 1,None,None,None,2026-02-19T13:00:31.871405+00:00,['Primavera 1'],['Primavera 1'],"['campionato primavera 1', 'italy  primavera 1', 'primavera 1']",Italy,None
59672a28-d5cd-5136-80a6-905e0aec46e4,None,None,None,CAF Champions League,None,None,None,2026-02-19T13:31:42.180215+00:00,['African Champions League'],['CAF CL'],"['caf champions league', 'african champions lge', 'african champions league', 'caf champions lge', 'africa  caf champions league  qualification  semifinals', 'africa  caf champions lge  qualification  semifinals', 'caf cl']",Africa,None
596c07d9-d3c4-55b4-be0e-22bebdb11819,None,None,None,SSE Airtricity League Premier Division,None,None,None,2026-02-18T15:29:13.892145+00:00,"['League of Ireland Premier Division', 'Airtricity League Premier Division']","['LOI Premier', 'PD']","['airtricity league premier division', 'sse airtricity league premier division', 'pd', 'sse airtricity lge premier division', 'ireland  premier division', 'airtricity lge premier division', 'loi premier', 'lge of ireland premier division', 'league of ireland premier division']",Republic of Ireland,https://upload.wikimedia.org/wikipedia/en/9/9b/League_of_Ireland_logo.svg
5a078644-9559-5bec-9209-51896b6d03bb,None,None,None,FA Trophy,None,None,None,2026-02-18T15:05:19.269586+00:00,"['Maltese FA Trophy', 'Trophäu tal-Assoċjazzjoni Futboll Malti']",['FA Trophy'],"['trophau talassocjazzjoni futboll malti', 'maltese fa trophy', 'fa trophy', 'malta  fa trophy  semifinals']",Malta,None
5ae9edaa-f74f-53aa-aad9-38828531e5da,None,None,None,Trendyol Süper Lig,None,None,None,2026-02-18T15:10:46.942207+00:00,"['Süper Lig', 'TFF Süper Lig', 'Turkcell Süper Lig']","['Süper Lig', 'TSL']","['super lig', 'turkcell super lig', 'turkey  super lig  round 19', 'trendyol super lig', 'tsl', 'tff super lig']",Turkey,None
5b5f4514-5814-5dbe-8b37-d96b55286e69,None,None,None,Prva liga Telemach,None,None,None,2026-02-19T13:00:01.439959+00:00,"['PrvaLiga', 'Prva slovenska nogometna liga']",['Prva liga'],"['prva liga', 'prva liga telemach', 'slovenia  prva liga  round 12', 'prva slovenska nogometna liga', 'prvaliga']",Slovenia,None
5b9cf115-2cf5-542f-aac5-d3f80e096188,None,None,None,Rwanda Premier League,None,None,None,2026-02-18T15:45:01.858534+00:00,"['Primus League', 'Peace Bank Rwanda Premier League']",['RPL'],"['rpl', 'rwanda  premier league  round 20', 'rwanda premier league', 'rwanda  premier lge  round 20', 'rwanda premier lge', 'peace bank rwanda premier league', 'peace bank rwanda premier lge', 'primus league', 'primus lge']",Rwanda,None
5bdb52e2-0232-57a2-9253-4064b18e1367,None,None,None,Google Pixel Frauen-Bundesliga,None,None,18.02.2026,1970-01-01T00:00:00+00:00,"['Frauen-Bundesliga', 'DFB-Frauen-Bundesliga']",['FBL'],"['germany  bundesliga women  round 11', 'dfbfrauenbundesliga', 'frauenbundesliga', 'fbl', 'google pixel frauenbundesliga']",Germany,None
5bf11b30-b1cf-50a9-b2e9-d99eabc5b765,None,None,None,Supercoppa Italiana femminile,None,None,None,2026-02-18T15:36:40.56323+00:00,"[""Italian Women's Super Cup""]",['SCI F'],"['italian womens super cup', 'supercoppa italiana femminile', 'italy  super cp women', 'sci f', 'italian womens super cp', 'italy  super cup women']",Italy,None
5c7cabf3-0da1-5c0c-9543-f6fbf531519e,None,None,None,Puchar Polski,None,None,None,2026-02-18T15:02:50.863794+00:00,['Polish Cup'],['PP'],"['poland  polish cp', 'polish cp', 'puchar polski', 'pp', 'polish cup', 'poland  polish cup']",Poland,None
5c932406-b083-55eb-91a6-181ffea4947f,None,None,None,3. division,None,None,None,2026-02-18T15:05:19.269586+00:00,['Danish 3rd Division'],['3. div.'],"['3 div', 'denmark  3rd division  promotion group', '3 division', 'danish 3rd division']",Denmark,None
5cad558b-9164-51f2-b61b-b28e8889f744,None,None,None,Emperor's Cup,None,None,None,2026-02-19T14:35:06.106333+00:00,"['天皇杯全日本サッカー選手権大会', ""Emperor's Cup J.League""]","[""Emperor's Cup""]","['japan  emperors cup  132finals', 'emperors cp', 'emperors cp jleague', 'emperors cup jlge', 'emperors cup jleague', 'japan  emperors cp  132finals', 'emperors cup']",Japan,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Emperor%27s_Cup_logo.svg/512px-Emperor%27s_Cup_logo.svg.png
5cdabe24-c62d-5d19-9d1d-879b09d95428,None,None,None,Maltese Premier League,None,None,None,2026-02-18T15:33:38.405634+00:00,"['Premier League', 'BOV Premier League']",['MPL'],"['mpl', 'maltese premier league', 'malta  premier lge  round 16', 'premier league', 'bov premier lge', 'bov premier league', 'premier lge', 'malta  premier league  round 16', 'maltese premier lge']",Malta,None
5d367ea8-0e48-5756-ba27-83f66051a51b,None,None,None,Jordanian Pro League,None,None,None,2026-02-18T15:37:48.112396+00:00,['Jordan Premier League'],['JPL'],"['jordan premier lge', 'jordan premier league', 'jordanian pro lge', 'jpl', 'jordanian pro league', 'jordan  premier lge', 'jordan  premier league']",Jordan,None
5d88d256-ddf6-5dc9-9aba-50f07e7cb644,None,None,None,MLS Cup Playoffs Conference Semifinals,None,None,None,2026-02-18T15:18:26.251848+00:00,"['MLS Playoffs Semi-Finals', 'Conference Semi-Finals']",['MLS CSF'],"['conference semifinals', 'mls playoffs semifinals', 'usa  mls  play offs  semifinals', 'mls csf', 'mls cp playoffs conference semifinals', 'mls cup playoffs conference semifinals']",USA,None
5dd8266b-7b8a-562b-ba4c-d0e2717cce96,None,None,None,Sudan Premier League,None,None,None,2026-02-18T15:36:40.56323+00:00,['Sudanese Premier League'],['SPL'],"['sudan premier league', 'sudanese premier league', 'sudan  premier lge', 'sudanese premier lge', 'spl', 'sudan premier lge', 'sudan  premier league']",Sudan,None
5de926d3-9664-5e94-844b-a686937317ac,None,None,None,LaLiga Hypermotion,None,None,None,2026-02-18T15:07:02.62017+00:00,"['LaLiga 2', 'Segunda División', 'LaLiga SmartBank']","['LaLiga2', 'L2']","['laliga smartbank', 'l2', 'laliga2', 'segunda division', 'spain  laliga2  round 15', 'laliga 2', 'laliga hypermotion']",Spain,https://upload.wikimedia.org/wikipedia/en/9/9c/LaLiga_2_logo.svg
5e0f0e54-2c3e-525b-9c27-20eb6719967c,None,None,None,Serie BKT,None,None,None,2026-02-18T15:26:04.827881+00:00,"['Serie B', 'Campionato Serie B']","['Serie B', 'SB']","['serie b', 'serie bkt', 'sb', 'italy  serie b', 'campionato serie b']",Italy,https://upload.wikimedia.org/wikipedia/en/1/1b/Serie_BKT_logo.png
5e29b449-6910-5009-912b-f50db89b284c,None,None,None,Tunisian Ligue Professionnelle 2,None,None,None,2026-02-18T15:37:48.112396+00:00,['Ligue 2'],['Ligue 2'],"['tunisia  ligue 2', 'ligue 2', 'tunisian ligue professionnelle 2']",Tunisia,None
5e371347-3be5-5eb4-8f77-a153ed551ea8,None,None,None,Serie del Río de la Plata,None,None,None,2026-02-20T05:53:54.175158+00:00,['Serie Río de la Plata'],['SRdLP'],"['south america  serie rio de la plata', 'serie rio de la plata', 'srdlp', 'serie del rio de la plata']",South America,None
5e775b2c-573e-5b3a-a83d-a37c3059d419,None,None,None,Regionalliga West,None,None,None,2026-02-19T13:03:17.756682+00:00,['ÖFB Regionalliga West'],['RL West'],"['rl west', 'austria  regionalliga west  round 10', 'ofb regionalliga west', 'regionalliga west']",Austria,None
5ed7ef24-2e53-5856-adcb-9c30ab3cbb3f,None,None,None,Uruguayan Primera División,None,None,None,2026-02-18T15:14:03.11038+00:00,"['Campeonato Uruguayo', 'Primera División Clausura']","['Primera División', 'UYP']","['primera division clausura', 'primera division', 'uruguayan primera division', 'uruguay  primera division  clausura', 'uyp', 'campeonato uruguayo']",Uruguay,None
5ef8f441-504e-5b24-9deb-21bb9732489c,None,None,None,National Premier Leagues Northern New South Wales,None,None,None,2026-02-18T15:28:00.653289+00:00,['NPL Northern NSW'],['NPL NNSW'],"['national premier leagues northern new south wales', 'npl nnsw', 'australia  npl northern nsw', 'national premier lges northern new south wales', 'npl northern nsw']",Australia,None
5efcbfe2-de1b-529a-afe7-d2c5192bc747,None,None,None,StarTimes Uganda Premier League,None,None,None,2026-02-18T15:09:45.97394+00:00,['Uganda Premier League'],['UPL'],"['uganda  premier lge', 'startimes uganda premier lge', 'uganda  premier league', 'startimes uganda premier league', 'upl', 'uganda premier lge', 'uganda premier league']",Uganda,None
5f89924a-02b5-59de-88bf-6fcd9d1e28bf,None,None,None,FNL-2 Division A Silver Group,None,None,None,2026-02-18T15:22:49.663935+00:00,"['Football National League 2 Silver', 'FNL 2 Silver']","['FNL-2', 'FNL2 Silver']","['football national league 2 silver', 'fnl2', 'fnl 2 silver', 'fnl2 silver', 'russia  fnl 2  division a silver  fall season  round 13', 'football national lge 2 silver', 'fnl2 division a silver group']",Russia,None
5f90c6de-3421-5b62-9af9-3b6c3cd4d42c,None,None,None,Linafoot Ligue 1,None,None,None,2026-02-18T15:25:33.65551+00:00,"['Ligue 1 de football du Congo', 'Vodacom Ligue 1']",['Linafoot L1'],"['dr congo  ligue 1', 'linafoot ligue 1', 'vodacom ligue 1', 'ligue 1 de football du congo', 'linafoot l1']",DR Congo,None
60e3bb7b-4695-5531-84c6-f03900651a73,None,None,None,3. Liga – Skupina Stred,None,None,None,2026-02-19T13:08:09.868594+00:00,"['3. liga Central', 'Tretia liga - Stred']","['3. liga', '3L Stred']","['tretia liga  stred', '3 liga central', '3 liga  skupina stred', '3l stred', 'slovakia  3 liga  central  round 13', '3 liga']",Slovakia,None
615c4f82-dca4-5179-b023-2a1a1fa2dd61,None,None,None,Coppa Italia Femminile,None,None,None,2026-02-19T13:40:49.028684+00:00,['Coppa Italia Women'],['CIF'],"['italy  coppa italia women  quarterfinals', 'coppa italia femminile', 'coppa italia women', 'cif']",Italy,None
618ec4ac-2778-5e6a-a0ff-86a64debd126,None,None,None,Nemzeti Bajnokság II,None,None,None,2026-02-18T15:06:25.782057+00:00,['NB II'],['NB II'],"['nb ii', 'nemzeti bajnoksag ii', 'hungary  nb ii']",Hungary,None
61e4e656-cc2f-57fd-9fe1-f966332e8119,None,None,None,FA Women's League Cup,None,None,None,2026-02-18T15:35:55.052167+00:00,"[""Women's League Cup""]",['WLC'],"['england  womens league cup  play offs  quarterfinals', 'fa womens league cp', 'fa womens lge cup', 'womens lge cup', 'womens league cp', 'england  womens league cp  play offs  quarterfinals', 'wlc', 'fa womens league cup', 'womens league cup', 'england  womens lge cup  play offs  quarterfinals']",England,None
6243d9b1-8096-5b9e-8075-1db7252fe5ed,None,None,None,Fortuna 1. liga,None,None,None,2026-02-18T15:30:15.883103+00:00,"['I liga', '1. liga']",['1. liga'],"['1 liga', 'fortuna 1 liga', 'i liga', 'poland  division 1']",Poland,https://upload.wikimedia.org/wikipedia/en/2/2f/Fortuna_1._liga_logo.png
62b0bfbd-432b-502b-8cd5-374c6c1fc3cd,None,None,None,Libyan Premier League,None,None,None,2026-02-18T15:45:28.404827+00:00,['LPL'],['LPL'],"['libya  premier lge  round 4', 'lpl', 'libyan premier lge', 'libya  premier league  round 4', 'libyan premier league']",Libya,None
6307d18b-6a8d-58d2-a605-f5de30d8d71e,None,None,None,Indonesia Super League,None,None,None,2026-02-18T15:13:09.633409+00:00,['ISL'],['ISL'],"['indonesia  super lge', 'isl', 'indonesia  super league', 'indonesia super league', 'indonesia super lge']",Indonesia,None
633e464c-f627-5917-a72b-743b0f60a47a,None,None,None,First Division League,None,None,None,2026-02-18T15:23:49.112163+00:00,"['Yelo League', 'Prince Mohammad bin Salman League', 'Saudi First Division']",['FDL'],"['yelo league', 'saudi first division', 'fdl', 'prince mohammad bin salman league', 'yelo lge', 'saudi arabia  division 1  round 11', 'first division league', 'prince mohammad bin salman lge', 'first division lge']",Saudi Arabia,None
634538b2-23bf-5733-9722-540c1caf59be,None,None,None,Slovnaft Cup,None,None,None,2026-02-18T15:51:58.100161+00:00,"['Slovak Cup', 'Slovenský pohár']",['SVK Cup'],"['slovnaft cup', 'svk cp', 'slovakia  slovak cp  132finals', 'slovak cp', 'slovak cup', 'svk cup', 'slovakia  slovak cup  132finals', 'slovensky pohar', 'slovnaft cp']",Slovakia,None
6357613b-2a57-5dbf-a12b-954740bf19ae,None,None,None,Olomoucký krajský přebor,None,None,None,2026-02-18T15:15:43.032366+00:00,['Olomoucký KP'],['OKP'],"['okp', 'czech republic  olomoucky kp', 'olomoucky krajsky prebor', 'olomoucky kp']",Czech Republic,None
63c4e9d2-7ec1-57c4-82d2-11aa6b7972b8,None,None,None,Eesti Karikas,None,None,None,2026-02-18T19:47:06.666911+00:00,['Estonian Cup'],['EK'],"['estonia  estonian cup  116finals', 'estonia  estonian cp  116finals', 'eesti karikas', 'estonian cup', 'estonian cp', 'ek']",Estonia,None
63ebda76-2c35-5261-8395-e237d89d351e,None,None,None,Major League Soccer,None,None,None,2026-02-18T19:32:35.054508+00:00,['MLS'],['MLS'],"['usa  mls', 'major league soccer', 'mls', 'major lge soccer']",United States,None
64e0c5f3-952a-5065-a06d-bb37c7894382,None,None,None,Botswana Premier League,None,None,None,2026-02-18T15:14:03.11038+00:00,['BPL'],['BPL'],"['botswana  premier league', 'botswana premier league', 'botswana  premier lge', 'bpl', 'botswana premier lge']",Botswana,None
657673a9-6fa5-5c85-a57f-b1bbea37eaa9,None,None,None,Sydbank Pokalen,None,None,None,2026-02-18T15:50:05.150169+00:00,"['Landspokalturneringen', 'Danish Cup', 'DBU Pokalen']",['Danish Cup'],"['danish cup', 'denmark  landspokal cup  quarterfinals', 'sydbank pokalen', 'denmark  landspokal cp  quarterfinals', 'dbu pokalen', 'danish cp', 'landspokalturneringen']",Denmark,None
65a35118-120d-5f5b-be1c-a09af43af845,None,None,None,FNL 2 Division B Group 2,None,None,None,2026-02-18T15:37:48.112396+00:00,['ФНЛ-2 Дивизион Б Группа 2'],['FNL2 DB G2'],"['fnl2 db g2', '2    2', 'fnl 2 division b group 2', 'russia  fnl 2  division b  group 2  round 30']",Russia,None
665e1097-d18a-5550-93a2-44c266c23aa4,None,None,None,Superliga e Kosovës,None,None,None,2026-02-18T20:48:21.314259+00:00,"['Kosovo Superleague', 'Superliga']",['SLK'],"['superliga e kosoves', 'superliga', 'slk', 'kosovo superlge', 'kosovo  superliga', 'kosovo superleague']",Kosovo,https://upload.wikimedia.org/wikipedia/en/3/3e/Superliga_e_Kosov%C3%ABs_logo.png
666ff75b-2fca-58e8-9423-f2664ab35dbb,None,None,None,Kärntner Liga,None,None,None,2026-02-19T13:08:28.901572+00:00,['Carinthian League'],['KL'],"['austria  karnten  round 12', 'karntner liga', 'carinthian league', 'carinthian lge', 'kl']",Austria,None
66f0406e-3a00-5fd7-b669-52b3929b5326,None,None,None,1. MFL,None,None,None,2026-02-18T15:12:29.912514+00:00,"['Prva Makedonska Fudbalska Liga', 'Macedonian First Football League']",['1. MFL'],"['macedonian first football league', 'macedonian first football lge', 'prva makedonska fudbalska liga', '1 mfl', 'north macedonia  1 mfl']",North Macedonia,None
6715a511-d22f-5e6b-852b-4237a8bd8c56,None,None,None,Ukrainian Premier League,None,None,None,2026-02-18T15:37:48.112396+00:00,"['Premier Liha', 'Ukrainian Premier-Liga']",['UPL'],"['ukrainian premier league', 'ukraine  premier lge  round 16', 'upl', 'ukrainian premier lge', 'ukraine  premier league  round 16', 'premier liha', 'ukrainian premierliga']",Ukraine,None
677fba21-909c-5dad-8dc5-e194b926d7e6,None,None,None,Barclays Women's Super League,None,None,None,2026-02-19T13:10:36.426954+00:00,"[""FA Women's Super League"", ""Women's Super League""]",['WSL'],"['wsl', 'barclays womens super lge', 'fa womens super lge', 'fa womens super league', 'barclays womens super league', 'womens super lge', 'england  womens super league  round 18', 'womens super league', 'england  womens super lge  round 18']",England,None
679b3ebd-39a9-5d03-a160-ac77cf9bb0ca,None,None,None,Ligat Ha'al,None,None,None,2026-02-18T15:33:02.765246+00:00,['Israel Premier League'],"[""Ligat Ha'al""]","['ligat haal', 'israel premier league', 'israel  ligat haal', 'israel premier lge']",Israel,None
679f14d6-f687-5df0-b356-f34132a92afd,None,None,None,FKF Premier League,None,None,None,2026-02-18T15:28:00.653289+00:00,"['Kenyan Premier League', 'KPL']","['KPL', 'FKFPL']","['kenyan premier league', 'fkfpl', 'kenya  premier league  round 11', 'kenya  premier lge  round 11', 'kpl', 'kenyan premier lge', 'fkf premier lge', 'fkf premier league']",Kenya,None
682ad2e3-a2d5-505f-bf5d-0465ed3bd052,None,None,None,Ettan Norra,None,None,None,2026-02-19T13:02:53.658213+00:00,['Division 1 Norra'],"['Ettan Norra', 'DIV 1 Norra']","['sweden  division 1  norra  round 24', 'ettan norra', 'div 1 norra', 'division 1 norra']",Sweden,None
68670204-7d70-5195-95e6-8826c7014760,None,None,None,Ligue 2 Betclic,None,None,None,2026-02-18T15:34:47.234912+00:00,"['Ligue 2 BKT', 'Ligue 2']",['Ligue 2'],"['ligue 2 bkt', 'france  ligue 2', 'ligue 2', 'ligue 2 betclic']",France,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Ligue_2_Betclic_logo.svg/1200px-Ligue_2_Betclic_logo.svg.png
68d662e0-978e-521a-8799-73031fa3a8ca,None,None,None,Trendyol 1. Lig,None,None,None,2026-02-18T19:30:40.389588+00:00,"['TFF 1. Lig', 'Spor Toto 1. Lig', '1. Lig']",['1. Lig'],"['spor toto 1 lig', 'turkey  1 lig  round 20', 'tff 1 lig', 'trendyol 1 lig', '1 lig']",Turkey,None
6910cfaf-d3c2-582c-805f-7b73c3185890,None,None,None,Copa de Primera División Apertura,None,None,None,2026-02-18T15:37:20.444729+00:00,"['Primera División Apertura', 'Torneo Apertura']",['Apertura'],"['primera division apertura', 'paraguay  copa de primera  apertura', 'apertura', 'torneo apertura', 'copa de primera division apertura']",Paraguay,None
694ab91e-cc5f-5557-9c90-1cf51eb2fc2e,None,None,None,Trendyol Süper Lig,None,None,None,2026-02-18T15:45:28.404827+00:00,"['Süper Lig', 'TFF Süper Lig']",['Süper Lig'],"['tff super lig', 'turkey  super lig  round 26', 'super lig', 'trendyol super lig']",Turkey,https://upload.wikimedia.org/wikipedia/en/0/0a/S%C3%BCper_Lig_logo.svg
69bd4f16-d49c-57d9-b587-c57d6ce3258e,None,None,None,SuperSport HNL,None,None,None,2026-02-18T15:26:04.827881+00:00,"['Hrvatska nogometna liga', 'Prva HNL', '1. HNL']",['HNL'],"['croatia  hnl', 'hnl', 'supersport hnl', 'prva hnl', '1 hnl', 'hrvatska nogometna liga']",Croatia,None
69d8b34d-c133-5517-add3-f92f49f969b9,None,None,None,Oberliga Baden-Württemberg,None,None,None,2026-02-18T15:11:49.700801+00:00,['Oberliga Baden-Wuerttemberg'],['Oberliga BW'],"['oberliga badenwuerttemberg', 'oberliga bw', 'germany  oberliga badenwurttemberg  round 19', 'oberliga badenwurttemberg']",Germany,None
6a07291c-989e-56a3-b87c-996f706c0b24,None,None,None,Betway Premiership,None,None,None,2026-02-18T15:24:51.364251+00:00,"['Premier Soccer League', 'Premier Division', 'Absa Premiership', 'DSTV Premiership']","['PSL', 'BP']","['south africa  betway premiership', 'premier soccer league', 'betway premiership', 'premier soccer lge', 'dstv premiership', 'premier division', 'psl', 'absa premiership', 'bp']",South Africa,None
6a255361-a2a6-53e0-b321-42755534655e,None,None,None,Saudi First Division League,None,None,None,2026-02-18T15:12:29.912514+00:00,"['Yelo League', 'First Division']","['FD', 'D1']","['fd', 'd1', 'yelo league', 'first division', 'yelo lge', 'saudi first division lge', 'saudi arabia  division 1  round 19', 'saudi first division league']",Saudi Arabia,https://upload.wikimedia.org/wikipedia/en/6/6d/Saudi_First_Division_League_logo.png
6a2595d8-b3ef-5846-8616-deabf6f6efd7,None,None,None,FKF Premier League,None,None,None,2026-02-18T15:30:15.883103+00:00,['Kenyan Premier League'],"['KPL', 'FKF PL']","['kenyan premier league', 'kenya  premier lge  round 5', 'kpl', 'fkf pl', 'kenyan premier lge', 'fkf premier lge', 'fkf premier league', 'kenya  premier league  round 5']",Kenya,https://upload.wikimedia.org/wikipedia/en/3/3e/FKF_Premier_League_logo.png
6a449fec-1e2c-55b5-9e6e-f79d1b1d4a08,None,None,None,3. divisjon - Group 3,None,None,None,2026-02-18T15:24:05.287292+00:00,['Third Division Group 3'],"['3D', '3. div.']","['norway  division 3  group 3  round 18', '3 div', '3 divisjon  group 3', '3d', 'third division group 3']",Norway,None
6ac15a7e-a08c-5095-9da2-c0f7303bc2b9,None,None,None,Prva liga Telemach,None,None,None,2026-02-18T15:09:08.234601+00:00,"['PrvaLiga', 'Slovenian PrvaLiga']",['Prva liga'],"['slovenia  prva liga', 'prvaliga', 'prva liga', 'slovenian prvaliga', 'prva liga telemach']",Slovenia,None
6ac53145-9695-5c8a-89c3-a3f3002eed0a,None,None,None,CONCACAF Under-17 Championship,None,None,None,2026-02-18T15:10:46.942207+00:00,['CONCACAF U-17 World Cup Qualifying'],['CONCACAF U17'],"['concacaf u17', 'north  central america  world cup u17  qualification', 'concacaf u17 world cup qualifying', 'concacaf under17 championship', 'concacaf u17 world cp qualifying', 'north  central america  world cp u17  qualification']",CONCACAF,https://upload.wikimedia.org/wikipedia/en/3/3e/CONCACAF_Under-17_Championship_logo.png
6b607185-10a7-5e81-94f1-f50374b3fa36,None,None,None,Egyptian Premier League,None,None,None,2026-02-18T15:23:21.635752+00:00,['Egypt Premier League'],['EPL'],"['egypt  premier league', 'egyptian premier lge', 'egyptian premier league', 'egypt  premier lge', 'epl', 'egypt premier league', 'egypt premier lge']",Egypt,None
6b62228a-2fe7-5618-b68c-1aca9de13ef3,None,None,None,Turkcell Kadınlar Süper Ligi,None,None,None,2026-02-19T13:09:32.495092+00:00,"['Kadınlar Süper Ligi', ""Turkish Women's Super League"", 'Super Lig Women']","['KSL', 'WSL']","['super lig women', 'wsl', 'turkcell kadnlar super ligi', 'turkey  super lig women  round 4', 'kadnlar super ligi', 'ksl', 'turkish womens super lge', 'turkish womens super league']",Turkey,None
6b660f0e-b286-5c04-8536-d75c61dddf7f,None,None,None,Cymru South,None,None,None,2026-02-18T15:23:21.635752+00:00,['Welsh League Division One'],"['Cymru S', 'WL D1']","['welsh league division one', 'cymru s', 'cymru south', 'welsh lge division one', 'wl d1', 'wales  cymru south']",Wales,https://upload.wikimedia.org/wikipedia/en/5/5e/Cymru_South_logo.png
6bac9225-64c7-575b-b3a8-0c93b97571b1,None,None,None,Kuwaiti Premier League,None,None,None,2026-02-18T15:12:29.912514+00:00,['Kuwait Premier League'],['KPL'],"['kuwait  premier lge', 'kpl', 'kuwait premier lge', 'kuwaiti premier lge', 'kuwait premier league', 'kuwaiti premier league', 'kuwait  premier league']",Kuwait,None
6be6b0d2-f306-5c3f-a484-d7439bb5eb7c,None,None,None,CAF Confederation Cup,None,None,None,2026-02-19T01:24:53.804327+00:00,['CAF Confederations Cup'],['CAF CC'],"['caf confederation cup', 'caf confederations cup', 'caf cc', 'africa  caf confederation cp  qualification  semifinals', 'caf confederations cp', 'caf confederation cp', 'africa  caf confederation cup  qualification  semifinals']",Continental (Africa),https://upload.wikimedia.org/wikipedia/en/0/0b/CAF_Confederation_Cup_logo.svg
6c2d6ab2-5604-592e-8c05-748dc49a70b2,None,None,None,Campeonato Uruguayo Primera División - Apertura,None,None,None,2026-02-18T15:21:07.052479+00:00,"['Torneo Apertura', 'Uruguayan Primera División Apertura']","['Primera División', 'Apertura']","['primera division', 'apertura', 'uruguay  primera division  apertura', 'torneo apertura', 'campeonato uruguayo primera division  apertura', 'uruguayan primera division apertura']",Uruguay,None
6c9bb74b-5ca4-5176-aa4b-a8ce4f8e9fa7,None,None,None,Ghana Division One League,None,None,None,2026-02-18T15:10:17.288185+00:00,['Division One League'],['G.DOL'],"['division one lge', 'ghana division one league', 'division one league', 'ghana  division one lge', 'ghana division one lge', 'ghana  division one league', 'gdol']",Ghana,None
6ce4f763-aacf-593b-8d88-c986cc4db015,None,None,None,Linafoot,None,None,None,2026-02-20T19:46:55.105066+00:00,"['Ligue 1', 'Vodacom Ligue 1', 'Championnat National de Football']","['Linafoot', 'L1']","['linafoot', 'dr congo  ligue 1', 'vodacom ligue 1', 'l1', 'championnat national de football', 'ligue 1']",Democratic Republic of the Congo,None
6d6ed0c2-6417-53fd-a12b-c3edd3186cf9,None,None,None,ABFA Premier League,None,None,None,2026-02-18T15:07:37.527908+00:00,['Antigua and Barbuda Premier Division'],['ABFA PL'],"['antigua  barbuda  abfa premier lge', 'abfa premier lge', 'antigua  barbuda  abfa premier league', 'antigua and barbuda premier division', 'abfa pl', 'abfa premier league']",Antigua and Barbuda,None
6e3a7dd5-fb6b-591e-99e3-6f64237ed773,None,None,None,Raiffeisen Super League,None,None,None,2026-02-18T20:49:22.514646+00:00,"['Swiss Super League', 'Credit Suisse Super League']","['SSL', 'Super League']","['ssl', 'swiss super lge', 'credit suisse super league', 'raiffeisen super league', 'switzerland  super league  round 21', 'super league', 'switzerland  super lge  round 21', 'raiffeisen super lge', 'credit suisse super lge', 'super lge', 'swiss super league']",Switzerland,https://upload.wikimedia.org/wikipedia/en/1/1b/Swiss_Super_League_logo_%282023%29.svg
6e3d4eb8-e335-5523-a5f9-7683c52603d3,None,None,None,National Premier Leagues Queensland,None,None,18.02.2026,1970-01-01T00:00:00+00:00,"['NPL Queensland', 'Football Queensland NPL']",['NPL QLD'],"['npl qld', 'national premier lges queensland', 'national premier leagues queensland', 'football queensland npl', 'npl queensland', 'australia  npl queensland']",Australia,None
6e865131-6fc5-5fa7-811d-1cd6d2a2ab32,None,None,None,LaLiga Hypermotion,None,None,None,2026-02-18T15:41:10.40686+00:00,"['LaLiga 2', 'Segunda División', 'LaLiga SmartBank']","['LaLiga2', 'L2']","['laliga smartbank', 'l2', 'laliga2', 'segunda division', 'spain  laliga2  round 2', 'laliga 2', 'laliga hypermotion']",Spain,None
6ec85935-68a5-5eb8-9256-3f57897a47ad,None,None,None,Premier League,None,None,None,2026-02-19T13:09:32.495092+00:00,"['Mauritian Premier League', 'Mauritius Premier League', 'Super League']",['MPL'],"['mauritius  super lge  round 6', 'premier lge', 'mauritian premier lge', 'mauritius premier league', 'mauritius premier lge', 'super league', 'mpl', 'mauritian premier league', 'super lge', 'mauritius  super league  round 6', 'premier league']",Mauritius,https://en.wikipedia.org/wiki/File:Mauritian_Premier_League.png
6eed82da-5d02-5ec8-ab93-3bfcedd1474c,None,None,None,Ykkösliiga,None,None,None,2026-02-19T13:02:07.635627+00:00,"['Ykkönen', 'Ykkonen']","['Ykk', 'Ykkös']","['ykkos', 'ykk', 'ykkonen', 'ykkosliiga', 'finland  ykkonen  relegation group']",Finland,https://upload.wikimedia.org/wikipedia/en/9/9b/Ykk%C3%B6sliiga_logo.png
6f0633f8-75f6-5efa-823b-c32bc883d312,None,None,None,FKF Premier League,None,None,None,2026-02-18T15:19:23.574813+00:00,"['Kenya Premier League', 'KPL', 'Betway Premier League']","['KPL', 'FKF PL']","['kenya premier lge', 'kpl', 'betway premier lge', 'betway premier league', 'kenya  premier lge  round 3', 'fkf pl', 'fkf premier lge', 'fkf premier league', 'kenya premier league', 'kenya  premier league  round 3']",Kenya,None
